Date,Region,Energy_Consumption_MWh,Renewable_Energy_Production_MWh,CO2_Emissions_tonnes,Air_Quality_Index,Temperature_C,Wind_Speed_mps,Solar_Radiation_Wm2,Population
2049-05-17,Region_C,307.46,115.42,29.14,385,20.7,5.18,740.48,973893
2039-01-17,Region_D,94.15,148.01,99.12,81,25.3,6.74,648.49,30000
2041-12-30,Region_A,456.03,72.24,177.44,326,34.6,8.86,499.01,504164
2044-04-04,Region_B,266.81,151.55,46.14,210,9.9,7.11,901.25,372670
2027-02-05,Region_C,85.57,275.54,135.35,408,15.9,8.29,411.28,10222
2044-02-22,Region_B,487.37,12.09,40.28,132,27.9,14.59,687.09,300835
2030-08-26,Region_C,359.78,162.67,79.62,193,-5.5,5.83,929.99,704213
2037-08-12,Region_C,206.04,182.63,125.37,174,11.7,4.71,472.26,719935
2040-09-13,Region_A,183.07,270.93,186.3,281,18.6,13.26,936.4,28893
2034-04-11,Region_B,340.76,133.53,39.05,420,35.7,11.13,742.82,40066
2030-10-31,Region_B,153.16,121.87,87.59,264,-5.8,0.12,816.85,247013
2038-12-17,Region_C,495.69,230.11,124.61,299,9.6,11.19,411.86,635676
2042-05-12,Region_D,364.51,79.61,46.68,33,31.7,6.86,654.05,745892
2046-08-26,Region_B,245.14,127.01,73.09,305,4.8,8.8,899.8,264403
2031-08-24,Region_A,465.44,262.67,34.96,462,37.9,6.96,620.85,299634
2048-03-09,Region_D,141.57,207.64,171.05,228,22.7,12.43,404.62,624231
2049-06-10,Region_B,347.23,203.48,69.5,497,-5.3,5.34,190.64,231633
2023-09-16,Region_C,227.46,252.54,184.1,406,10.5,4.11,936.38,838367
2039-06-28,Region_D,120.86,153.01,124.2,451,27.0,6.41,885.97,879598
2024-10-30,Region_C,90.55,156.52,156.84,499,38.6,10.87,55.03,132462
2043-07-25,Region_A,203.25,70.5,196.23,109,25.9,7.34,662.13,565179
2024-04-19,Region_C,350.39,40.02,161.67,307,12.3,14.11,320.54,558405
2040-01-03,Region_A,331.93,73.73,143.85,32,18.9,8.3,802.02,309851
2040-05-27,Region_C,380.38,188.6,26.95,293,30.6,12.35,473.17,895789
2042-10-01,Region_B,224.29,293.19,185.85,375,25.6,6.2,335.66,478259
2031-11-02,Region_B,140.49,14.26,49.09,167,22.8,3.49,925.38,252010
2041-07-01,Region_D,315.72,109.41,129.04,24,-2.8,5.37,641.73,337566
2027-06-29,Region_B,167.6,204.39,74.24,66,23.1,2.09,243.75,508123
2047-12-14,Region_B,109.61,168.01,66.67,327,18.6,9.88,976.64,101625
2045-03-06,Region_C,167.63,278.69,129.66,361,38.6,0.8,248.57,191923
2045-07-24,Region_C,219.23,28.79,152.37,217,17.0,2.93,344.09,261125
2046-01-30,Region_A,473.22,41.56,144.46,337,39.5,8.78,424.87,747643
2038-10-05,Region_B,107.57,70.36,167.5,479,-0.7,0.83,515.81,393401
2042-12-03,Region_D,425.41,187.95,65.28,435,9.2,14.15,993.45,732964
2025-11-23,Region_D,411.79,159.61,29.48,6,36.0,14.38,939.18,567604
2043-11-29,Region_B,306.88,79.2,148.83,477,29.8,2.55,981.51,368274
2047-12-03,Region_B,231.43,41.17,147.59,159,36.3,9.83,896.09,139330
2026-10-13,Region_A,225.42,222.94,131.03,423,0.9,13.3,545.44,447536
2032-04-27,Region_A,316.06,236.23,190.75,479,19.2,2.33,285.56,261751
2044-05-07,Region_C,185.17,286.18,187.11,106,28.9,4.02,601.4,568917
2047-04-16,Region_A,104.86,128.14,191.74,427,6.0,5.1,677.77,73131
2046-05-30,Region_A,192.61,289.88,110.05,141,-8.6,2.76,196.3,722829
2026-03-21,Region_A,219.06,72.13,179.55,99,21.5,0.61,670.74,440032
2044-07-15,Region_A,337.65,89.08,58.42,179,26.1,11.99,766.05,238997
2026-11-14,Region_D,364.92,127.58,195.83,267,26.2,6.46,702.87,843560
2039-11-15,Region_B,87.29,133.21,40.62,51,17.3,12.55,250.62,393560
2044-05-22,Region_B,291.32,294.32,40.36,79,9.4,3.19,23.4,945238
2043-08-24,Region_B,95.98,163.75,102.14,301,11.4,3.84,82.68,838033
2047-06-07,Region_C,206.15,216.53,65.65,43,3.8,6.44,874.13,440588
2029-02-07,Region_B,477.2,150.09,173.21,442,23.3,13.26,987.64,733527
2049-06-03,Region_A,452.09,99.72,45.51,164,19.8,9.1,383.32,541870
2036-09-04,Region_D,474.7,144.51,135.44,147,11.8,13.44,70.05,305036
2041-10-25,Region_A,277.48,140.75,174.54,160,16.7,1.07,869.14,571244
2040-05-17,Region_A,270.02,243.92,79.17,271,39.3,13.95,809.7,173915
2042-05-09,Region_B,174.02,63.42,62.62,155,-4.0,3.94,488.91,787173
2027-11-28,Region_B,422.92,121.38,168.27,161,15.3,6.03,516.59,395329
2026-01-23,Region_A,113.33,23.74,110.44,414,1.7,10.77,807.81,432870
2044-08-11,Region_D,478.42,259.35,140.39,57,11.1,6.74,816.49,391470
2035-03-03,Region_A,319.49,241.36,107.54,407,39.5,14.65,822.48,419194
2026-05-21,Region_C,83.81,125.82,93.47,122,33.5,11.42,700.16,463302
2027-09-15,Region_C,114.11,200.61,38.05,45,26.8,3.7,877.77,897916
2037-02-08,Region_B,264.54,26.44,97.55,487,-4.1,2.66,24.12,673654
2036-03-16,Region_B,64.69,254.59,124.34,299,7.0,3.59,477.46,90090
2045-02-28,Region_B,357.6,240.12,23.04,50,8.6,6.46,9.89,251392
2039-06-15,Region_D,187.79,187.51,119.27,328,33.7,10.44,346.38,100798
2030-11-21,Region_B,283.63,201.25,123.63,119,-2.6,4.99,404.02,757713
2043-05-20,Region_D,240.01,201.99,184.57,244,4.5,2.25,333.73,808532
2030-09-24,Region_A,379.75,119.32,186.54,346,5.1,4.78,160.38,561710
2034-04-23,Region_C,447.5,41.71,164.74,403,31.7,1.74,678.85,182883
2023-12-13,Region_A,136.46,50.49,163.7,435,26.3,12.97,185.34,149081
2037-07-18,Region_D,217.64,135.98,186.26,168,-7.5,10.81,84.02,103601
2042-05-23,Region_C,95.24,31.64,60.85,147,15.0,1.97,446.89,741873
2033-10-15,Region_B,132.46,65.98,85.71,466,-6.1,1.52,388.02,52679
2044-12-14,Region_A,457.45,257.45,53.15,391,30.7,12.52,13.04,965520
2042-02-10,Region_D,175.63,29.14,47.51,283,38.7,2.64,116.32,203637
2049-06-05,Region_D,50.32,248.67,167.88,426,22.5,14.9,369.91,521924
2035-05-06,Region_D,205.8,75.51,24.15,180,-8.7,4.77,135.83,301660
2027-05-29,Region_D,165.22,76.81,24.79,82,4.7,3.78,536.54,924185
2045-03-24,Region_A,376.77,135.67,177.57,437,34.5,3.88,986.66,996433
2039-02-14,Region_A,499.58,229.63,84.08,477,9.4,11.04,447.44,190704
2041-08-03,Region_D,285.07,214.24,155.08,182,11.3,11.35,514.76,643090
2027-05-15,Region_C,333.72,195.54,78.57,391,14.0,13.47,805.5,938723
2026-03-17,Region_B,290.66,285.41,84.02,388,26.8,13.48,912.14,840597
2029-09-10,Region_C,254.1,31.37,191.61,332,27.1,4.55,913.28,656469
2024-12-06,Region_D,52.57,82.48,104.42,184,1.8,0.59,383.83,154571
2042-07-26,Region_B,403.63,189.87,151.13,358,-8.3,2.76,431.46,369738
2035-05-13,Region_D,210.33,111.22,137.97,374,31.7,8.36,326.27,39845
2040-12-12,Region_B,209.11,193.87,88.31,47,38.4,2.25,910.04,422194
2026-10-11,Region_C,472.77,98.63,169.77,341,15.6,14.55,173.45,489638
2023-04-03,Region_A,240.96,242.47,194.74,330,11.6,8.05,838.57,876758
2029-03-10,Region_C,446.86,133.28,69.3,294,-0.1,1.79,61.58,229850
2035-08-10,Region_A,127.46,88.67,32.48,306,9.0,11.57,664.79,348704
2041-10-08,Region_D,457.42,278.7,84.85,424,38.2,8.64,591.76,548723
2042-01-27,Region_B,469.99,193.07,166.64,363,16.8,13.22,735.03,697921
2038-08-27,Region_D,284.91,23.87,61.67,284,36.9,14.07,540.15,518629
2048-05-16,Region_B,432.43,69.99,193.8,286,16.1,8.27,424.73,878596
2026-03-07,Region_C,53.01,256.84,99.62,68,36.2,9.81,50.4,670931
2038-01-23,Region_C,298.98,181.47,20.86,121,17.5,5.02,187.14,370217
2034-06-14,Region_A,305.02,70.07,70.46,255,11.4,5.75,698.87,798988
2032-12-29,Region_A,233.68,244.43,71.45,479,9.5,9.25,556.96,449428
2040-09-07,Region_B,233.88,269.74,71.91,457,0.2,3.63,580.31,348348
2027-01-31,Region_B,216.04,87.56,129.33,325,38.7,4.9,295.7,847609
2043-07-17,Region_D,173.0,257.96,118.48,120,9.7,13.54,373.97,82611
2043-03-29,Region_C,119.86,226.53,123.66,123,-8.6,8.72,892.71,271899
2043-01-12,Region_A,262.73,223.82,46.18,346,-6.4,8.1,728.73,828815
2045-07-24,Region_C,373.5,238.14,164.96,223,4.4,0.77,94.67,372781
2038-12-07,Region_C,312.13,88.67,184.74,461,23.2,12.64,918.98,917781
2034-04-30,Region_D,64.72,258.49,182.76,127,26.2,6.75,171.26,709173
2029-11-27,Region_B,188.43,210.72,158.08,70,31.1,7.64,963.56,571836
2043-12-21,Region_D,199.7,289.32,147.17,271,-8.2,4.09,362.03,846041
2031-11-08,Region_C,284.09,173.58,109.02,275,28.8,5.41,480.45,730531
2041-09-14,Region_A,188.62,81.18,158.07,281,-3.3,1.0,354.1,873507
2036-10-19,Region_C,67.39,57.82,114.47,150,14.7,2.53,217.65,521801
2046-01-10,Region_A,188.48,189.82,193.86,280,24.9,14.41,522.06,731565
2027-09-19,Region_D,464.7,109.28,124.57,489,32.9,4.16,457.93,491455
2027-10-31,Region_D,251.74,68.59,39.02,295,-6.8,9.13,904.82,609331
2040-10-13,Region_A,402.59,153.79,113.11,111,11.0,8.17,904.32,911305
2036-01-11,Region_C,303.42,230.67,104.64,92,11.5,10.37,428.5,841985
2045-02-26,Region_C,479.38,14.1,182.02,136,10.3,10.7,871.92,185875
2039-12-12,Region_D,78.4,277.97,100.95,357,7.3,7.91,537.87,523049
2037-07-10,Region_D,473.66,110.94,110.37,346,27.9,11.66,186.17,23269
2034-06-10,Region_B,80.47,164.73,168.02,432,5.1,5.96,416.5,487269
2046-02-27,Region_A,311.68,100.62,178.17,132,37.9,6.89,681.32,224606
2035-04-15,Region_D,454.49,162.71,196.48,102,36.1,14.42,637.68,730174
2030-12-19,Region_C,386.43,206.62,47.37,287,15.6,9.95,881.43,825919
2048-02-12,Region_D,362.85,46.46,25.68,241,3.4,11.7,272.54,891943
2026-02-05,Region_C,107.08,213.14,160.19,301,3.6,2.36,502.96,703377
2045-08-27,Region_A,280.31,169.23,146.8,294,5.6,13.91,815.9,75905
2043-06-09,Region_D,499.4,86.57,117.42,360,36.6,8.48,670.81,742399
2038-01-05,Region_A,429.27,121.31,38.8,339,22.1,13.03,335.92,74113
2023-02-04,Region_D,184.04,104.35,73.15,285,14.6,1.2,673.28,967878
2048-05-07,Region_C,56.25,80.39,154.91,28,30.9,2.44,399.24,296563
2044-01-23,Region_C,249.49,34.25,46.14,489,17.6,3.87,900.88,206299
2025-11-06,Region_D,82.03,255.38,119.33,484,-1.6,2.06,642.61,885590
2023-07-15,Region_D,85.72,179.28,137.23,139,17.5,11.2,294.88,293213
2023-09-10,Region_A,398.31,68.29,72.77,390,21.0,12.18,854.1,665335
2041-10-04,Region_D,238.75,134.24,157.04,420,6.6,11.16,546.82,456373
2030-10-26,Region_A,353.55,34.55,179.62,480,5.1,2.34,96.13,500612
2030-03-16,Region_A,488.15,39.6,20.06,269,33.0,4.72,707.48,246656
2046-07-21,Region_C,295.75,87.1,49.84,245,2.6,13.45,727.25,46044
2023-04-12,Region_B,438.83,63.45,38.77,235,2.7,14.87,539.63,139531
2024-03-08,Region_D,87.26,201.09,82.5,52,39.9,6.4,120.44,627518
2039-11-11,Region_C,380.99,167.72,30.67,464,30.6,11.29,807.66,956667
2028-07-11,Region_B,351.84,209.15,24.05,410,36.7,9.45,845.64,705820
2037-06-04,Region_C,290.11,111.72,77.05,185,33.3,9.11,301.14,907775
2043-11-08,Region_B,229.91,195.66,190.58,493,24.7,10.05,506.62,558132
2024-03-27,Region_C,136.72,22.89,122.8,113,-4.3,8.48,986.87,935569
2034-01-12,Region_A,409.25,40.53,59.29,333,31.0,5.41,857.61,862958
2028-09-27,Region_C,213.48,185.56,55.14,9,20.9,1.28,198.34,673450
2030-03-05,Region_C,411.28,125.5,120.21,423,29.9,9.1,614.36,380429
2046-07-16,Region_B,444.85,126.65,24.14,405,37.9,9.51,465.66,324932
2037-04-21,Region_B,297.02,277.1,148.28,473,24.2,11.95,495.59,875338
2037-01-11,Region_A,494.98,84.9,141.47,220,18.8,5.12,7.48,560971
2033-02-17,Region_C,437.54,122.95,193.93,292,-0.0,5.73,109.97,577006
2025-06-09,Region_C,131.31,128.35,182.95,234,28.0,4.37,681.72,377246
2035-05-25,Region_D,358.61,61.84,138.82,38,36.6,12.41,270.55,80604
2048-06-02,Region_C,199.78,299.99,31.69,262,17.1,0.5,132.42,550014
2042-12-11,Region_B,132.11,161.14,176.86,313,37.6,1.39,814.77,220921
2034-09-26,Region_A,453.2,271.87,38.36,397,30.9,7.65,785.16,774828
2048-05-20,Region_A,258.37,218.0,195.73,74,7.1,1.25,474.09,288045
2034-11-06,Region_B,446.65,96.4,32.1,113,27.3,1.66,732.51,110194
2040-06-17,Region_B,196.04,62.86,153.94,206,21.4,10.76,375.18,490946
2025-04-01,Region_B,237.76,295.82,162.69,453,31.5,13.77,888.34,57872
2036-01-14,Region_C,148.0,288.12,169.44,151,31.7,12.98,542.14,734756
2044-05-17,Region_D,90.48,242.31,151.03,148,7.9,10.21,802.49,443064
2025-09-16,Region_B,395.87,234.92,121.18,462,0.6,2.3,237.52,427203
2044-05-07,Region_B,334.05,196.23,101.62,307,20.9,11.84,396.93,803390
2033-06-06,Region_B,329.27,249.53,147.57,477,-4.9,9.99,726.08,131348
2043-03-20,Region_B,296.02,69.57,47.9,322,-4.1,0.09,405.47,364430
2034-11-27,Region_D,382.71,79.04,78.74,329,36.2,2.05,434.05,270371
2036-04-08,Region_C,196.74,269.85,109.27,105,8.9,7.16,311.33,125459
2038-08-13,Region_B,183.38,72.72,62.25,261,36.5,4.73,951.6,836257
2041-05-29,Region_C,227.71,222.23,168.51,59,7.1,2.82,973.14,885460
2043-02-26,Region_B,398.26,106.75,84.94,366,12.1,4.88,780.04,135166
2042-02-27,Region_C,57.57,214.86,134.89,272,-1.7,8.57,418.71,802343
2034-09-11,Region_A,333.61,68.34,108.42,39,18.9,11.88,8.48,855512
2039-02-28,Region_B,432.99,41.9,109.07,157,10.9,9.91,571.34,867928
2023-07-18,Region_C,212.38,227.54,149.81,209,8.0,2.67,237.84,137501
2025-07-05,Region_B,103.82,114.28,120.64,475,33.7,4.54,196.88,671874
2034-04-23,Region_C,128.81,198.96,34.02,65,12.5,2.12,807.8,987153
2040-10-05,Region_C,178.03,285.26,172.02,366,-9.2,7.73,850.99,243467
2034-12-01,Region_C,477.31,243.12,192.65,180,25.5,10.61,736.12,132286
2043-05-06,Region_B,116.86,158.92,169.0,53,35.8,0.23,165.24,720196
2037-11-03,Region_D,484.57,127.26,119.22,46,35.1,12.83,718.74,723055
2039-02-05,Region_B,351.37,36.6,143.96,3,38.3,3.56,779.39,381515
2042-01-23,Region_D,335.46,151.09,40.7,428,17.0,12.45,420.5,203125
2044-07-15,Region_A,484.95,157.91,61.68,235,31.8,1.49,917.77,134413
2040-10-07,Region_D,222.99,180.53,198.83,18,35.8,9.45,713.38,749156
2049-05-22,Region_C,144.01,272.94,54.64,221,8.9,3.81,921.66,303739
2029-02-15,Region_C,52.5,258.88,92.54,143,24.1,13.45,151.43,378854
2032-07-31,Region_C,344.75,280.59,50.98,2,19.4,10.38,502.12,539330
2048-01-23,Region_A,253.83,150.87,162.69,447,19.5,3.89,350.28,218404
2030-11-30,Region_C,338.6,87.09,149.74,206,28.5,12.74,348.19,460177
2024-07-05,Region_B,161.82,148.02,62.51,2,35.8,4.34,641.29,79570
2036-12-26,Region_D,163.64,166.36,120.78,182,3.5,2.3,864.04,290653
2048-01-17,Region_C,145.15,258.02,74.77,101,23.6,8.95,279.53,478030
2047-01-14,Region_A,380.76,58.96,179.33,15,19.3,14.78,122.6,433621
2044-09-09,Region_C,427.39,67.1,47.65,205,29.1,9.2,888.07,397011
2039-02-02,Region_C,467.51,189.51,58.78,469,30.1,14.0,481.02,268751
2023-03-23,Region_A,455.32,178.21,136.53,295,-2.3,11.9,194.63,989801
2037-03-29,Region_A,173.38,100.22,161.18,451,8.8,1.97,696.21,161239
2036-05-25,Region_C,171.58,52.27,147.31,150,31.2,14.09,207.68,440969
2024-07-30,Region_C,281.92,261.19,90.0,438,-8.2,2.05,365.08,686844
2024-03-04,Region_D,216.83,11.51,81.48,156,36.3,0.4,152.55,390021
2037-01-18,Region_A,419.04,28.78,59.66,151,39.7,5.45,355.38,665976
2029-02-08,Region_B,250.76,203.81,98.97,5,-4.8,11.52,271.91,414157
2040-02-23,Region_B,210.16,11.35,128.64,219,0.5,1.28,905.96,445857
2044-07-22,Region_D,471.67,168.65,71.82,85,-2.7,4.42,272.64,923394
2046-11-22,Region_B,62.28,231.32,118.41,220,25.5,13.43,988.02,654329
2032-09-17,Region_C,220.62,232.8,75.77,149,21.0,13.78,732.28,273705
2048-10-09,Region_B,316.29,25.99,52.96,338,6.8,10.69,154.42,759738
2033-10-07,Region_C,425.87,105.42,140.43,68,19.6,7.86,113.88,380888
2026-12-04,Region_B,129.97,15.67,103.25,372,21.2,1.13,96.65,939817
2044-09-21,Region_A,358.31,184.38,146.97,345,5.5,11.91,708.7,658029
2049-04-05,Region_C,203.36,93.55,52.07,173,12.4,2.56,565.87,993769
2037-12-02,Region_B,342.36,101.71,124.57,432,25.6,0.77,273.19,326494
2044-11-30,Region_A,118.84,174.92,170.23,276,29.8,0.68,251.41,458879
2035-10-03,Region_D,204.96,208.51,37.09,36,12.4,11.33,30.74,615045
2042-05-15,Region_B,354.69,262.52,193.27,116,30.4,4.01,579.05,537609
2024-04-10,Region_A,138.97,257.34,75.99,240,19.6,11.78,224.26,368511
2043-10-17,Region_A,309.06,222.09,56.25,254,-6.7,9.37,341.85,116768
2044-01-28,Region_C,442.91,150.02,142.99,362,22.2,14.62,510.37,514326
2042-11-21,Region_A,272.46,33.73,162.72,282,21.1,1.63,860.68,388776
2043-07-13,Region_C,183.13,289.17,62.89,484,4.8,14.2,583.82,868140
2027-09-12,Region_A,85.12,278.21,106.0,94,-1.8,6.26,70.62,615817
2028-05-30,Region_B,416.73,103.63,172.89,197,-4.7,6.05,170.32,356975
2041-06-16,Region_D,457.03,37.34,121.41,113,38.3,0.06,959.62,537938
2031-07-10,Region_B,118.94,289.96,76.06,63,-8.4,13.49,219.69,518267
2028-09-17,Region_B,307.38,102.75,154.57,5,26.2,13.01,897.52,872385
2049-02-10,Region_D,96.9,28.83,107.52,352,25.3,11.36,849.53,558045
2041-04-13,Region_C,399.9,117.96,75.02,259,28.5,6.17,55.28,471309
2023-03-28,Region_B,350.55,249.67,39.73,293,8.0,7.04,967.15,520873
2043-11-28,Region_D,122.3,20.85,99.79,190,-0.7,8.28,734.16,403740
2046-01-25,Region_C,336.29,245.22,135.69,28,8.5,6.1,642.11,118157
2037-08-25,Region_A,407.07,69.11,26.85,6,15.6,3.55,870.28,51192
2037-12-02,Region_C,282.77,80.82,132.41,344,25.3,2.0,937.22,947802
2034-02-06,Region_B,430.15,261.01,124.54,296,13.1,7.81,830.64,986225
2025-06-07,Region_C,470.27,226.14,44.02,258,24.6,10.27,987.3,711901
2043-04-14,Region_D,219.26,114.39,163.77,467,15.0,7.29,176.2,709185
2027-03-18,Region_C,55.02,22.96,160.5,35,13.9,3.32,842.29,223296
2025-09-18,Region_D,496.43,57.43,168.43,77,28.4,7.82,205.17,282930
2032-10-24,Region_A,391.78,267.35,98.01,312,25.2,13.72,83.27,785664
2045-08-18,Region_A,371.07,18.25,148.17,177,9.6,13.51,244.38,745886
2025-06-07,Region_B,427.88,65.2,103.98,363,34.3,1.5,245.84,241121
2043-06-18,Region_D,81.97,186.34,169.25,261,-1.8,12.37,187.55,165657
2029-08-28,Region_D,82.13,178.84,161.04,355,-2.0,9.39,61.28,416731
2030-02-14,Region_D,225.68,60.47,35.83,134,2.3,12.43,660.14,805256
2023-02-04,Region_B,73.14,245.47,193.33,315,7.3,7.28,176.8,974982
2029-02-11,Region_B,372.64,38.17,113.84,389,-5.1,11.91,634.87,792677
2038-03-07,Region_D,210.98,173.64,163.02,374,8.3,12.83,708.39,940669
2048-02-23,Region_B,441.98,90.76,62.31,38,12.7,0.06,133.85,180819
2023-08-19,Region_C,415.64,255.21,189.15,450,32.5,8.62,100.7,639265
2048-11-16,Region_A,53.02,122.62,182.71,487,34.1,1.6,29.67,465737
2040-05-05,Region_C,290.52,145.5,148.92,144,14.5,3.16,782.79,837424
2037-08-26,Region_D,137.13,108.59,22.78,354,27.6,0.02,130.23,383718
2044-01-10,Region_B,125.25,87.87,36.78,42,-9.9,4.44,434.97,387794
2026-10-10,Region_C,88.01,85.71,85.67,433,29.1,7.71,632.65,382104
2045-05-21,Region_C,112.38,130.52,172.08,171,-9.1,2.43,466.77,883420
2028-06-11,Region_C,271.62,178.94,42.2,81,12.8,5.7,124.77,104984
2029-12-18,Region_D,214.35,160.62,92.9,131,23.6,11.77,636.72,23966
2033-08-11,Region_D,235.54,44.11,130.37,323,18.6,10.92,812.29,246661
2031-12-13,Region_C,408.29,130.09,172.17,330,8.0,0.79,665.77,555632
2025-05-28,Region_D,208.18,250.38,65.69,296,29.0,5.49,25.3,82106
2033-03-09,Region_B,384.11,50.87,61.68,215,-9.9,9.55,393.4,671362
2029-03-18,Region_A,368.55,283.33,47.81,330,1.6,5.21,39.02,627479
2043-11-02,Region_B,431.47,172.73,99.29,287,21.9,8.8,694.06,99548
2025-01-21,Region_A,314.92,209.01,191.1,192,33.1,2.58,342.18,955230
2049-02-05,Region_C,103.6,193.56,27.78,4,20.6,10.59,744.67,489334
2036-08-10,Region_A,108.16,22.29,156.8,281,25.7,0.81,51.18,324306
2046-11-25,Region_C,214.54,146.35,109.54,45,-2.6,11.53,890.83,996334
2034-09-04,Region_A,108.57,220.31,183.12,180,39.0,2.72,831.45,461189
2048-06-03,Region_D,360.28,69.08,108.44,11,0.8,13.63,576.29,869467
2030-02-10,Region_B,105.78,161.65,124.29,277,12.3,0.64,523.82,261095
2025-02-14,Region_D,460.37,40.11,63.62,373,-0.7,13.54,213.15,669556
2043-03-15,Region_B,101.15,212.07,60.67,247,19.3,2.17,200.44,370904
2048-08-15,Region_B,358.68,140.12,152.26,46,-8.1,4.98,943.2,330079
2046-04-11,Region_C,311.54,95.02,177.14,274,22.9,8.2,984.34,470673
2034-06-18,Region_A,153.49,296.99,82.07,267,8.7,14.09,991.82,780541
2039-12-12,Region_D,212.86,100.95,138.74,395,5.1,4.13,41.21,238215
2031-05-12,Region_C,138.01,102.97,31.92,8,14.0,3.24,545.58,859538
2042-04-01,Region_A,475.31,218.39,127.37,440,28.7,5.92,351.31,211461
2023-05-24,Region_D,163.56,172.89,149.81,237,-9.9,8.75,469.07,144290
2028-08-10,Region_C,364.97,248.13,191.34,282,-6.7,5.66,95.37,452686
2032-10-07,Region_C,196.74,221.8,58.45,392,25.8,3.06,185.45,466272
2023-07-31,Region_A,227.15,20.67,106.12,254,26.2,6.57,117.0,723040
2041-09-18,Region_B,426.17,147.8,143.81,25,1.3,12.39,294.88,902367
2040-02-26,Region_C,228.98,293.9,140.62,352,-6.3,6.12,830.39,371215
2032-04-12,Region_C,380.52,199.0,111.9,210,-0.9,3.19,118.69,933203
2032-12-16,Region_D,372.51,139.44,119.98,158,4.0,1.42,831.56,438373
2047-08-10,Region_A,417.16,180.9,145.99,351,-5.2,13.28,708.32,825521
2040-01-14,Region_C,423.33,268.74,82.36,82,8.3,7.34,197.19,121733
2043-08-06,Region_C,305.68,146.69,150.11,135,33.3,14.62,921.16,752807
2024-12-12,Region_B,164.59,84.42,171.1,66,15.3,13.22,307.59,707411
2041-08-23,Region_A,359.3,135.13,43.03,224,20.5,11.54,462.8,597495
2025-11-20,Region_A,423.36,34.47,24.3,217,35.9,14.38,970.45,932559
2039-01-17,Region_A,294.16,227.94,70.92,292,19.9,12.43,536.9,244586
2043-07-23,Region_C,442.82,168.52,143.6,110,11.0,7.57,92.88,202472
2044-03-18,Region_A,469.92,34.58,197.94,471,5.8,8.14,310.57,388361
2038-06-29,Region_B,257.27,55.44,108.2,248,17.4,14.92,473.31,925322
2042-07-27,Region_A,205.52,285.92,31.81,452,23.8,8.2,546.84,867089
2036-12-05,Region_D,169.24,115.75,141.14,232,0.0,7.0,690.71,27743
2032-08-25,Region_D,52.8,176.7,130.98,336,20.8,5.93,602.91,533133
2023-03-15,Region_B,487.35,28.73,130.98,292,25.1,4.08,850.41,440893
2043-02-28,Region_B,457.19,251.12,103.26,196,9.8,5.6,172.49,968019
2035-08-11,Region_D,270.55,187.24,34.25,29,26.6,3.55,411.38,937220
2044-08-18,Region_C,127.31,71.06,115.72,7,32.2,0.99,844.94,601554
2036-09-27,Region_D,370.25,87.95,157.9,47,37.9,14.71,386.17,741406
2045-07-14,Region_A,102.99,154.49,59.69,472,34.0,13.56,520.53,805300
2033-11-03,Region_D,355.33,233.58,155.11,450,10.5,9.27,649.38,972542
2040-08-31,Region_C,396.74,284.51,182.08,340,23.8,4.26,732.41,763759
2043-01-07,Region_D,127.51,232.78,184.06,212,4.5,13.2,745.61,336132
2035-07-29,Region_A,323.88,68.95,133.27,148,-3.6,4.6,641.17,111614
2023-10-01,Region_B,495.03,132.16,39.57,60,19.5,4.16,495.03,124654
2048-09-07,Region_D,368.97,158.34,158.28,369,32.5,7.55,999.26,673771
2042-11-23,Region_B,433.58,222.95,193.46,69,11.5,12.26,483.07,131108
2041-03-02,Region_A,312.87,255.46,105.05,340,31.8,4.49,246.38,345620
2038-01-06,Region_D,375.76,255.89,29.42,21,0.4,9.26,435.93,933025
2045-03-13,Region_B,332.92,269.98,29.4,426,-4.3,5.84,434.89,525397
2032-09-05,Region_B,321.88,139.5,78.27,486,7.1,3.37,40.02,370796
2043-08-16,Region_B,489.94,245.98,139.94,104,0.2,1.47,733.44,968619
2030-07-08,Region_C,147.77,296.8,23.05,328,16.4,9.81,689.57,204827
2029-02-19,Region_A,324.53,241.14,43.42,369,33.5,13.01,140.1,277276
2047-10-17,Region_A,168.85,161.99,143.53,357,8.0,4.04,374.95,65437
2027-10-27,Region_C,491.64,206.74,108.2,482,35.6,5.95,288.55,119736
2032-11-22,Region_A,390.68,57.68,109.36,421,26.9,10.34,603.48,592306
2037-01-31,Region_B,408.91,93.98,58.49,161,31.8,9.52,831.53,602584
2047-12-05,Region_D,492.77,249.82,104.77,147,29.5,12.89,425.65,37324
2033-01-15,Region_B,412.95,100.34,58.46,54,35.7,0.39,14.75,15609
2045-03-19,Region_C,305.83,51.69,137.29,380,30.5,0.45,328.17,685807
2029-07-10,Region_C,405.56,194.15,83.86,499,-9.2,4.29,774.72,299139
2039-12-24,Region_C,271.27,206.56,97.85,374,16.8,8.48,751.83,140761
2038-07-19,Region_A,409.31,255.09,21.27,466,0.8,9.94,277.96,409237
2036-07-14,Region_C,179.49,21.11,136.2,446,-6.9,1.5,910.06,917126
2041-01-11,Region_C,144.44,240.07,163.4,22,-7.8,9.99,745.88,896767
2025-08-23,Region_B,477.47,257.74,105.41,50,36.2,14.44,736.52,111497
2025-09-06,Region_C,324.68,149.06,154.18,45,-4.1,1.83,167.88,152005
2027-06-24,Region_D,282.23,71.69,26.65,494,36.9,8.29,762.94,711169
